index,entry,name,equation,enzyme,equation_no_coeff
157,rn:R00191,"adenosine 3',5'-phosphate 5'-nucleotidohydrolase",C00575 + C00001 <=> C00020,"3.1.4.17,3.1.4.53",C00575+C00001<=>C00020
158,rn:R00192,S-Adenosyl-L-homocysteine hydrolase,C00021 + C00001 <=> C00212 + C00155,3.3.1.1,C00021+C00001<=>C00212+C00155
159,rn:R00193,S-Adenosyl-L-homocysteine aminohydrolase,C00021 + C00001 <=> C03431 + C00014,3.5.4.28,C00021+C00001<=>C03431+C00014
160,rn:R00194,S-Adenosyl-L-homocysteine homocysteinylribohydrolase,C00021 + C00001 <=> C03539 + C00147,3.2.2.9,C00021+C00001<=>C03539+C00147
161,rn:R00195,"2,3-diaminopropanoate ammonia-lyase (adding water; pyruvate-forming)",C06393 + C00001 <=> C00022 + 2 C00014,4.3.1.15,C06393+C00001<=>C00022+C00014
162,rn:R00196,(S)-Lactate:ferricytochrome-c 2-oxidoreductase,C00186 + 2 C00125 <=> C00022 + 2 C00126 + 2 C00080,1.1.2.3,C00186+C00125<=>C00022+C00126+C00080
163,rn:R00197,(R)-Lactate:ferricytochrome-c 2-oxidoreductase,C00256 + 2 C00125 <=> C00022 + 2 C00126 + 2 C00080,1.1.2.4,C00256+C00125<=>C00022+C00126+C00080
164,rn:R00198,(R)-Lactate:ferricytochrome-c-553 2-oxidoreductase,C00256 + 2 C01070 <=> C00022 + 2 C01071 + 2 C00080,1.1.2.5,C00256+C01070<=>C00022+C01071+C00080
165,rn:R00199,"ATP:pyruvate,water phosphotransferase",C00002 + C00022 + C00001 <=> C00020 + C00074 + C00009,2.7.9.2,C00002+C00022+C00001<=>C00020+C00074+C00009
166,rn:R00200,ATP:pyruvate 2-O-phosphotransferase,C00002 + C00022 <=> C00008 + C00074,2.7.1.40,C00002+C00022<=>C00008+C00074
167,rn:R00203,pyruvaldehyde:NAD+ oxidoreductase;||2-oxopropanal:NAD+ oxidoreductase,C00546 + C00003 + C00001 <=> C00022 + C00004 + C00080,"1.2.1.22,1.2.1.23",C00546+C00003+C00001<=>C00022+C00004+C00080
168,rn:R00205,2-Oxopropanal:NADP+ oxidoreductase,C00546 + C00006 + C00001 <=> C00022 + C00005 + C00080,1.2.1.49,C00546+C00006+C00001<=>C00022+C00005+C00080
169,rn:R00206,"ATP:pyruvate,phosphate phosphotransferase",C00002 + C00022 + C00009 <=> C00020 + C00074 + C00013,2.7.9.1,C00002+C00022+C00009<=>C00020+C00074+C00013
170,rn:R00207,Pyruvate:oxygen 2-oxidoreductase (phosphorylating),C00022 + C00009 + C00007 <=> C00227 + C00027 + C00011,1.2.3.3,C00022+C00009+C00007<=>C00227+C00027+C00011
171,rn:R00208,Phosphoenolpyruvate phosphohydrolase,C00074 + C00001 <=> C00022 + C00009,3.1.3.60,C00074+C00001<=>C00022+C00009
172,rn:R00209,pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating);||pyruvate dehydrogenase complex,C00022 + C00010 + C00003 <=> C00024 + C00011 + C00004 + C00080,"1.2.4.1,1.8.1.4,2.3.1.12",C00022+C00010+C00003<=>C00024+C00011+C00004+C00080
173,rn:R00210,pyruvate:NADP+ 2-oxidoreductase (CoA-acetylating),C00022 + C00010 + C00006 <=> C00024 + C00011 + C00005 + C00080,1.2.1.51,C00022+C00010+C00006<=>C00024+C00011+C00005+C00080
174,rn:R00211,pyruvate:oxygen 2-oxidoreductase (CoA-acetylating),C00022 + C00010 + C00007 <=> C00027 + C00024 + C00011,1.2.3.6,C00022+C00010+C00007<=>C00027+C00024+C00011
175,rn:R00212,Acetyl-CoA:formate C-acetyltransferase,C00024 + C00058 <=> C00010 + C00022,2.3.1.54,C00024+C00058<=>C00010+C00022
176,rn:R00213,O-carbamoyl-L-serine ammonia-lyase (decarboxylating; pyruvate-forming),C03015 + C00001 <=> C00022 + 2 C00014 + C00011,4.3.1.13,C03015+C00001<=>C00022+C00014+C00011
177,rn:R00214,(S)-malate:NAD+ oxidoreductase (decarboxylating),C00149 + C00003 <=> C00022 + C00011 + C00004 + C00080,"1.1.1.38,1.1.1.39",C00149+C00003<=>C00022+C00011+C00004+C00080
178,rn:R00215,(R)-Malate:NAD+ oxidoreductase (decarboxylating),C00497 + C00003 <=> C00022 + C00011 + C00004 + C00080,1.1.1.83,C00497+C00003<=>C00022+C00011+C00004+C00080
179,rn:R00216,(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating),C00149 + C00006 <=> C00022 + C00011 + C00005 + C00080,1.1.1.40,C00149+C00006<=>C00022+C00011+C00005+C00080
180,rn:R00217,oxaloacetate carboxy-lyase (pyruvate-forming),C00036 <=> C00022 + C00011,"1.1.1.38,1.1.1.40,4.1.1.112",C00036<=>C00022+C00011
181,rn:R00218,acetylenedicarboxylate carboxy-lyase (pyruvate-forming),C03248 + C00001 <=> C00022 + C00011,4.1.1.78,C03248+C00001<=>C00022+C00011
182,rn:R00219,2-Hydroxyethylenedicarboxylate carboxy-lyase (pyruvate-forming),C00022 + C00011 <=> C03981,4.1.1.-,C00022+C00011<=>C03981
183,rn:R00220,L-serine ammonia-lyase,C00065 <=> C00022 + C00014,"4.3.1.17,4.3.1.19",C00065<=>C00022+C00014
184,rn:R00221,D-serine ammonia-lyase,C00740 <=> C00022 + C00014,4.3.1.18,C00740<=>C00022+C00014
185,rn:R00223,serine ammonia-lyase (pyruvate-forming),C00716 <=> C00022 + C00014,4.3.1.15,C00716<=>C00022+C00014
186,rn:R00224,pyruvate carboxy-lyase (acetaldehyde-forming),C00022 <=> C00084 + C00011,4.1.1.1,C00022<=>C00084+C00011
187,rn:R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating);||(S)-2-acetolactate pyruvate-lyase (carboxylating),C06010 + C00011 <=> 2 C00022,2.2.1.6,C06010+C00011<=>C00022
188,rn:R00227,Acetyl-CoA hydrolase,C00024 + C00001 <=> C00010 + C00033,3.1.2.1,C00024+C00001<=>C00010+C00033
189,rn:R00228,acetaldehyde:NAD+ oxidoreductase (CoA-acetylating),C00084 + C00010 + C00003 <=> C00024 + C00004 + C00080,1.2.1.10,C00084+C00010+C00003<=>C00024+C00004+C00080
190,rn:R00229,acetate:CoA ligase (ADP-forming),C00002 + C00033 + C00010 <=> C00008 + C00024 + C00009,6.2.1.13,C00002+C00033+C00010<=>C00008+C00024+C00009
191,rn:R00230,acetyl-CoA:phosphate acetyltransferase,C00024 + C00009 <=> C00010 + C00227,2.3.1.8,C00024+C00009<=>C00010+C00227
192,rn:R00233,malonyl-CoA carboxy-lyase (acetyl-CoA-forming),C00083 <=> C00024 + C00011,4.1.1.9,C00083<=>C00024+C00011
193,rn:R00235,Acetate:CoA ligase (AMP-forming),C00002 + C00033 + C00010 <=> C00020 + C00013 + C00024,6.2.1.1,C00002+C00033+C00010<=>C00020+C00013+C00024
194,rn:R00236,acetyl adenylate:CoA acetyltransferase,C05993 + C00010 <=> C00020 + C00024,6.2.1.1,C05993+C00010<=>C00020+C00024
195,rn:R00237,(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming),C01011 <=> C00024 + C00022,4.1.3.25,C01011<=>C00024+C00022
196,rn:R00238,acetyl-CoA:acetyl-CoA C-acetyltransferase,2 C00024 <=> C00010 + C00332,"2.3.1.9,2.3.1.16",C00024<=>C00010+C00332
197,rn:R00239,ATP:L-glutamate 5-phosphotransferase,C00002 + C00025 <=> C00008 + C03287,2.7.2.11,C00002+C00025<=>C00008+C03287
198,rn:R00243,L-glutamate:NAD+ oxidoreductase (deaminating),C00025 + C00003 + C00001 <=> C00026 + C00014 + C00004 + C00080,"1.4.1.2,1.4.1.3,1.4.1.14",C00025+C00003+C00001<=>C00026+C00014+C00004+C00080
199,rn:R00245,L-glutamate gamma-semialdehyde:NAD+ oxidoreductase,C01165 + C00003 + C00001 <=> C00025 + C00004 + C00080,1.2.1.88,C01165+C00003+C00001<=>C00025+C00004+C00080
200,rn:R00248,L-glutamate:NADP+ oxidoreductase (deaminating),C00025 + C00006 + C00001 <=> C00026 + C00014 + C00005 + C00080,"1.4.1.3,1.4.1.4,1.4.1.13",C00025+C00006+C00001<=>C00026+C00014+C00005+C00080
201,rn:R00250,L-Glutamate:oxygen oxidoreductase (deaminating),C00025 + C00007 + C00001 <=> C00026 + C00014 + C00027,1.4.3.11,C00025+C00007+C00001<=>C00026+C00014+C00027
202,rn:R00251,5-oxo-L-proline amidohydrolase (ATP-hydrolysing),C00002 + C01879 + 2 C00001 <=> C00008 + C00009 + C00025,3.5.2.9,C00002+C01879+C00001<=>C00008+C00009+C00025
203,rn:R00253,L-Glutamate:ammonia ligase (ADP-forming),C00002 + C00025 + C00014 <=> C00008 + C00009 + C00064,6.3.1.2,C00002+C00025+C00014<=>C00008+C00009+C00064
204,rn:R00254,N-carbamyl-L-glutamate amidohydrolase,C00025 + C00014 + C00011 <=> C05829 + C00001,3.5.1.87,C00025+C00014+C00011<=>C05829+C00001
205,rn:R00256,L-glutamine amidohydrolase,C00064 + C00001 <=> C00025 + C00014,"1.4.1.13,1.4.1.14,1.4.7.1,3.5.1.2",C00064+C00001<=>C00025+C00014
206,rn:R00257,Deamido-NAD+:L-glutamine amido-ligase (AMP-forming),C00002 + C00857 + C00064 + C00001 <=> C00020 + C00013 + C00003 + C00025,6.3.5.1,C00002+C00857+C00064+C00001<=>C00020+C00013+C00003+C00025
207,rn:R00258,L-Alanine:2-oxoglutarate aminotransferase,C00041 + C00026 <=> C00022 + C00025,2.6.1.2,C00041+C00026<=>C00022+C00025
208,rn:R00259,acetyl-CoA:L-glutamate N-acetyltransferase,C00024 + C00025 <=> C00010 + C00624,2.3.1.1,C00024+C00025<=>C00010+C00624
209,rn:R00260,glutamate racemase,C00025 <=> C00217,5.1.1.3,C00025<=>C00217
210,rn:R00261,L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming),C00025 <=> C00334 + C00011,4.1.1.15,C00025<=>C00334+C00011
211,rn:R00262,L-threo-3-methylaspartate carboxy-aminomethylmutase,C03618 <=> C00025,5.4.99.1,C03618<=>C00025
212,rn:R00263,,C00025 <=> C05723,,C00025<=>C05723
213,rn:R00264,"2,5-dioxopentanoate:NADP+ 5-oxidoreductase",C00433 + C00006 + C00001 <=> C00026 + C00005 + C00080,"1.2.1.3,1.2.1.26",C00433+C00006+C00001<=>C00026+C00005+C00080
214,rn:R00265,2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating),C00026 + C00010 + C00006 <=> C00091 + C00011 + C00005 + C00080,1.2.1.52,C00026+C00010+C00006<=>C00091+C00011+C00005+C00080
215,rn:R00267,Isocitrate:NADP+ oxidoreductase (decarboxylating),C00311 + C00006 <=> C00026 + C00011 + C00005 + C00080,1.1.1.42,C00311+C00006<=>C00026+C00011+C00005+C00080
216,rn:R00268,oxalosuccinate carboxy-lyase (2-oxoglutarate-forming),C05379 <=> C00026 + C00011,1.1.1.42,C05379<=>C00026+C00011
217,rn:R00269,2-oxoglutaramate amidohydrolase,C00940 + C00001 <=> C00026 + C00014,"3.5.1.3,3.5.1.111",C00940+C00001<=>C00026+C00014
218,rn:R00270,,C00026 + C00014 <=> C05572 + C00001,,C00026+C00014<=>C05572+C00001
219,rn:R00271,"acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)",C00024 + C00001 + C00026 <=> C01251 + C00010,2.3.3.14,C00024+C00001+C00026<=>C01251+C00010
220,rn:R00272,2-Oxoglutarate carboxy-lyase,C00026 <=> C00232 + C00011,4.1.1.71,C00026<=>C00232+C00011
221,rn:R00273,oxalate:oxygen oxidoreductase,C00209 + C00007 <=> C00027 + 2 C00011,1.2.3.4,C00209+C00007<=>C00027+C00011
222,rn:R00274,glutathione:hydrogen-peroxide oxidoreductase,C00027 + 2 C00051 <=> C00127 + 2 C00001,1.11.1.9,C00027+C00051<=>C00127+C00001
223,rn:R00275,superoxide:superoxide oxidoreductase,2 C00704 + 2 C00080 <=> C00027 + C00007,1.15.1.1,C00704+C00080<=>C00027+C00007
224,rn:R00277,pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating),C00647 + C00001 + C00007 <=> C00018 + C00014 + C00027,1.4.3.5,C00647+C00001+C00007<=>C00018+C00014+C00027
225,rn:R00278,pyridoxine 5'-phosphate:oxygen oxidoreductase,C00627 + C00007 <=> C00027 + C00018,1.4.3.5,C00627+C00007<=>C00027+C00018
226,rn:R00279,D-Glutamate:oxygen oxidoreductase (deaminating),C00217 + C00001 + C00007 <=> C00026 + C00014 + C00027,"1.4.3.7,1.4.3.15",C00217+C00001+C00007<=>C00026+C00014+C00027
227,rn:R00280,Nitric-oxide:acceptor oxidoreductase,C00028 + 2 C00533 + 2 C00001 <=> C00030 + 2 C00088,1.7.2.1,C00028+C00533+C00001<=>C00030+C00088
228,rn:R00282,NADPH:acceptor oxidoreductase,C00028 + C00005 + C00080 <=> C00030 + C00006,1.6.99.1,C00028+C00005+C00080<=>C00030+C00006
229,rn:R00283,ammonium:acceptor oxidoreductase (ATP-forming),C00028 + C00014 + C00001 + 2 C00009 + 2 C00008 <=> C00192 + C00030 + 2 C00002 + 2 C00001,1.3.7.8,C00028+C00014+C00001+C00009+C00008<=>C00192+C00030+C00002+C00001
230,rn:R00284,ammonia:acceptor oxidoreductase,C00028 + C00014 + C00001 <=> C00192 + C00030,1.7.99.1,C00028+C00014+C00001<=>C00192+C00030
231,rn:R00286,UDP-glucose:NAD+ 6-oxidoreductase,C00029 + C00001 + 2 C00003 <=> C00167 + 2 C00004 + 2 C00080,1.1.1.22,C00029+C00001+C00003<=>C00167+C00004+C00080
232,rn:R00287,UDP-glucose glucophosphohydrolase,C00029 + C00001 <=> C00105 + C00103,"3.6.1.8,3.6.1.9,3.6.1.45",C00029+C00001<=>C00105+C00103
233,rn:R00289,UTP:alpha-D-glucose-1-phosphate uridylyltransferase,C00075 + C00103 <=> C00013 + C00029,"2.7.7.9,2.7.7.64",C00075+C00103<=>C00013+C00029
234,rn:R00291,UDP-glucose 4-epimerase;||UDP-alpha-D-glucose 4-epimerase,C00029 <=> C00052,5.1.3.2,C00029<=>C00052
235,rn:R00292,UDP-glucose:glycogen 4-alpha-D-glucosyltransferase,C00029 + C00718 <=> C00015 + C00718,"2.4.1.11,2.4.1.242",C00029+C00718<=>C00015+C00718
236,rn:R00293,"UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming)",C00029 <=> C04089 + C00001,4.2.1.76,C00029<=>C04089+C00001
237,rn:R00294,nitrous-oxide:ferricytochrome-c oxidoreductase,2 C00533 + 2 C00126 + 2 C00080 <=> C00887 + 2 C00125 + C00001,1.7.2.5,C00533+C00126+C00080<=>C00887+C00125+C00001
238,rn:R00295,trithionate: (acceptor) oxidoreductase,C01861 + C01328 + C00028 + 2 C00001 <=> C00030 + 3 C11481,1.8.99.5,C01861+C01328+C00028+C00001<=>C00030+C11481
239,rn:R00297,(R)-2-hydroxy-acid:acceptor 2-oxidoreductase,C00256 + C00028 <=> C00022 + C00030,1.1.99.6,C00256+C00028<=>C00022+C00030
240,rn:R00298,(S)-2-hydroxyglutarate:acceptor 2-oxidoreductase,C03196 + C00028 <=> C00026 + C00030,1.1.99.2,C03196+C00028<=>C00026+C00030
241,rn:R00299,ATP:D-glucose 6-phosphotransferase,C00002 + C00031 <=> C00008 + C00092,"2.7.1.1,2.7.1.2",C00002+C00031<=>C00008+C00092
242,rn:R00300,D-Glucose:NAD+ 1-oxidoreductase,C00031 + C00003 <=> C00198 + C00004 + C00080,"1.1.1.118,1.1.1.121",C00031+C00003<=>C00198+C00004+C00080
243,rn:R00301,D-Glucose:NADP+ 1-oxidoreductase,C00031 + C00006 <=> C03107 + C00005 + C00080,1.1.1.119,C00031+C00006<=>C03107+C00005+C00080
244,rn:R00302,D-glucose:oxygen 2-oxidoreductase,C00031 + C00007 <=> C02779 + C00027,1.1.3.10,C00031+C00007<=>C02779+C00027
245,rn:R00303,D-Glucose-6-phosphate phosphohydrolase,C00092 + C00001 <=> C00031 + C00009,"3.1.3.9,3.1.3.58",C00092+C00001<=>C00031+C00009
246,rn:R00304,D-Glucose-1-phosphate phosphohydrolase,C00103 + C00001 <=> C00031 + C00009,3.1.3.10,C00103+C00001<=>C00031+C00009
247,rn:R00305,D-glucose:quinone 1-oxidoreductase,C00031 + C15602 <=> C00198 + C15603,1.1.5.9,C00031+C15602<=>C00198+C15603
248,rn:R00306,cellobiose glucohydrolase,C00185 + C00001 <=> 2 C00031,"3.2.1.21,3.2.1.74",C00185+C00001<=>C00031
249,rn:R00307,D-glucose aldose-ketose-isomerase,C00031 <=> C00095,5.3.1.5,C00031<=>C00095
250,rn:R00308,"1,3-beta-D-Glucan glucanohydrolase",C00965 + C00001 <=> C00031 + C00965,"3.2.1.39,3.2.1.58",C00965+C00001<=>C00031+C00965
251,rn:R00310,protoheme ferro-lyase (protoporphyrin-forming),C02191 + C14818 <=> C00032 + 2 C00080,4.99.1.1,C02191+C14818<=>C00032+C00080
252,rn:R00311,"protoheme,NADPH---hemoprotein reductase:oxygen oxidoreductase (alpha-methene-oxidizing, hydroxylating)",C00032 + 3 C03024 + 3 C00007 <=> C00500 + C00237 + C14818 + 3 C03161 + 3 C00001,1.14.14.18,C00032+C03024+C00007<=>C00500+C00237+C14818+C03161+C00001
253,rn:R00312,,C00032 <=> C05783,,C00032<=>C05783
254,rn:R00313,,C00032 <=> C05784,,C00032<=>C05784
255,rn:R00314,,C00032 <=> C05785,,C00032<=>C05785
256,rn:R00315,ATP:acetate phosphotransferase,C00002 + C00033 <=> C00008 + C00227,"2.7.2.1,2.7.2.15",C00002+C00033<=>C00008+C00227
257,rn:R00316,ATP:acetate adenylyltransferase,C00002 + C00033 <=> C00013 + C05993,6.2.1.1,C00002+C00033<=>C00013+C05993
258,rn:R00317,Acetyl phosphate phosphohydrolase,C00227 + C00001 <=> C00033 + C00009,3.6.1.7,C00227+C00001<=>C00033+C00009
259,rn:R00318,Phosphonoacetate phosphonohydrolase,C05682 + C00001 <=> C00033 + C00009,3.11.1.2,C05682+C00001<=>C00033+C00009
260,rn:R00319,(S)-lactate:oxygen 2-oxidoreductase (decarboxylating),C00186 + C00007 <=> C00033 + C00011 + C00001,1.13.12.4,C00186+C00007<=>C00033+C00011+C00001
261,rn:R00320,diphosphate:acetate phosphotransferase,C00013 + C00033 <=> C00009 + C00227,2.7.2.12,C00013+C00033<=>C00009+C00227
262,rn:R00321,Acetamide amidohydrolase,C06244 + C00001 <=> C00033 + C00014,3.5.1.4,C06244+C00001<=>C00033+C00014
263,rn:R00322,5'-acetylphosphoadenosine acetylhydrolase,C05993 + C00001 <=> C00020 + C00033,3.6.1.20,C05993+C00001<=>C00020+C00033
264,rn:R00324,"2,4-dioxopentanoate acetylhydrolase;||Acetylpyruvate acetylhydrolase",C02132 + C00001 <=> C00033 + C00022,3.7.1.6,C02132+C00001<=>C00033+C00022
265,rn:R00325,(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-forming);||(3S)-citramalate pyruvate-lyase,C02614 <=> C00033 + C00022,4.1.3.22,C02614<=>C00033+C00022
266,rn:R00326,acetaldehyde:acceptor oxidoreductase,C00084 + C00028 + C00001 <=> C00033 + C00030,1.2.99.6,C00084+C00028+C00001<=>C00033+C00030
267,rn:R00327,6-Acetyl-D-glucose acetylhydrolase,C02655 + C00001 <=> C00031 + C00033,3.1.1.33,C02655+C00001<=>C00031+C00033
268,rn:R00328,GDP phosphohydrolase,C00035 + C00001 <=> C00144 + C00009,"3.6.1.5,3.6.1.6,3.6.1.42",C00035+C00001<=>C00144+C00009
269,rn:R00329,Nucleoside-diphosphate phosphohydrolase,C00454 + C00001 <=> C00215 + C00009,3.6.1.6,C00454+C00001<=>C00215+C00009
270,rn:R00330,ATP:GDP phosphotransferase,C00002 + C00035 <=> C00008 + C00044,2.7.4.6,C00002+C00035<=>C00008+C00044
271,rn:R00331,ATP:nucleoside-diphosphate phosphotransferase,C00002 + C00454 <=> C00008 + C00201,2.7.4.6,C00002+C00454<=>C00008+C00201
272,rn:R00332,ATP:GMP phosphotransferase,C00002 + C00144 <=> C00008 + C00035,2.7.4.8,C00002+C00144<=>C00008+C00035
273,rn:R00333,nucleoside-triphosphate:AMP phosphotransferase,C00201 + C00020 <=> C00454 + C00008,2.7.4.10,C00201+C00020<=>C00454+C00008
274,rn:R00334,ATP:nucleoside-phosphate phosphotransferase,C00002 + C01329 <=> C00008 + C00454,2.7.4.4,C00002+C01329<=>C00008+C00454
275,rn:R00335,GTP phosphohydrolase,C00044 + C00001 <=> C00035 + C00009,"3.6.1.5,3.6.5.1,3.6.5.2,3.6.5.3",C00044+C00001<=>C00035+C00009
276,rn:R00336,"guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase",C01228 + C00001 <=> C00035 + C00013,3.1.7.2,C01228+C00001<=>C00035+C00013
277,rn:R00337,GDP-glucose glucohydrolase,C00394 + C00001 <=> C00035 + C00031,3.2.1.42,C00394+C00001<=>C00035+C00031
278,rn:R00338,Oxaloacetate acetylhydrolase,C00036 + C00001 <=> C00209 + C00033,3.7.1.1,C00036+C00001<=>C00209+C00033
279,rn:R00339,"(R,R)-tartrate hydro-lyase (oxaloacetate-forming)",C00898 <=> C00036 + C00001,4.2.1.32,C00898<=>C00036+C00001
280,rn:R00340,"(S,S)-tartrate hydro-lyase (oxaloacetate-forming)",C02107 <=> C00036 + C00001,4.2.1.81,C02107<=>C00036+C00001
281,rn:R00341,ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming),C00002 + C00036 <=> C00008 + C00074 + C00011,4.1.1.49,C00002+C00036<=>C00008+C00074+C00011
282,rn:R00342,(S)-malate:NAD+ oxidoreductase,C00149 + C00003 <=> C00036 + C00004 + C00080,"1.1.1.37,1.1.1.299",C00149+C00003<=>C00036+C00004+C00080
283,rn:R00343,(S)-malate:NADP+ oxidoreductase,C00149 + C00006 <=> C00036 + C00005 + C00080,"1.1.1.82,1.1.1.299",C00149+C00006<=>C00036+C00005+C00080
284,rn:R00344,Pyruvate:carbon-dioxide ligase (ADP-forming),C00002 + C00022 + C00288 <=> C00008 + C00009 + C00036,6.4.1.1,C00002+C00022+C00288<=>C00008+C00009+C00036
285,rn:R00345,phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming);||Orthophosphate:oxaloacetate carboxyl-lyase (phosphorylating),C00009 + C00036 <=> C00001 + C00074 + C00011,4.1.1.31,C00009+C00036<=>C00001+C00074+C00011
286,rn:R00346,diphosphate:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming);||pyrophosphate:oxaloacetate carboxy-lyase (transphosphorylating),C00013 + C00036 <=> C00009 + C00074 + C00011,4.1.1.38,C00013+C00036<=>C00009+C00074+C00011
287,rn:R00347,erythro-3-hydroxy-Ls-aspartate ammonia-lyase (oxaloacetate-forming),C03961 <=> C00036 + C00014,4.3.1.20,C03961<=>C00036+C00014
288,rn:R00348,2-oxosuccinamate amidohydrolase,C02362 + C00001 <=> C00036 + C00014,3.5.1.3,C02362+C00001<=>C00036+C00014
289,rn:R00350,4-carboxy-4-hydroxy-2-oxoadipate oxaloacetate-lyase (pyruvate-forming),C04115 <=> C00036 + C00022,4.1.3.17,C04115<=>C00036+C00022
290,rn:R00351,acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing),C00158 + C00010 <=> C00024 + C00001 + C00036,"2.3.3.1,2.3.3.3,2.3.3.16",C00158+C00010<=>C00024+C00001+C00036
291,rn:R00352,"acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxymethyl-forming, ADP-phosphorylating]",C00002 + C00158 + C00010 <=> C00008 + C00009 + C00024 + C00036,2.3.3.8,C00002+C00158+C00010<=>C00008+C00009+C00024+C00036
292,rn:R00353,malonyl-CoA:pyruvate carboxytransferase,C00083 + C00022 <=> C00024 + C00036,2.1.3.1,C00083+C00022<=>C00024+C00036
293,rn:R00354,(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming),C00566 <=> C00024 + C00036,4.1.3.34,C00566<=>C00024+C00036
294,rn:R00355,L-Aspartate:2-oxoglutarate aminotransferase,C00049 + C00026 <=> C00036 + C00025,2.6.1.1,C00049+C00026<=>C00036+C00025
295,rn:R00357,L-Aspartic acid:oxygen oxidoreductase (deaminating),C00049 + C00001 + C00007 <=> C00036 + C00014 + C00027,"1.4.3.2,1.4.3.16",C00049+C00001+C00007<=>C00036+C00014+C00027
296,rn:R00359,D-Aspartate:oxygen oxidoreductase (deaminating),C00402 + C00001 + C00007 <=> C00036 + C00014 + C00027,"1.4.3.1,1.4.3.15",C00402+C00001+C00007<=>C00036+C00014+C00027
297,rn:R00360,(S)-Malate:oxygen oxidoreductase,C00149 + C00007 <=> C00036 + C00027,1.1.5.4,C00149+C00007<=>C00036+C00027
298,rn:R00361,(S)-malate:quinone oxidoreductase,C00149 + C15602 <=> C00036 + C15603,1.1.5.4,C00149+C15602<=>C00036+C15603
299,rn:R00362,citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate);||Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate),C00158 <=> C00033 + C00036,4.1.3.6,C00158<=>C00033+C00036
300,rn:R00363,Oxaloacetate keto-enol-isomerase,C00036 <=> C03981,5.3.2.2,C00036<=>C03981
301,rn:R00364,Glycine:ferricytochrome-c oxidoreductase (deaminating),C00037 + C00001 + 2 C00125 <=> C00048 + C00014 + 2 C00126 + 2 C00080,1.4.2.1,C00037+C00001+C00125<=>C00048+C00014+C00126+C00080
302,rn:R00365,glycine:NAD+ oxidoreductase (deaminating),C00037 + C00001 + C00003 <=> C00048 + C00014 + C00004 + C00080,"1.4.1.1,1.4.1.10",C00037+C00001+C00003<=>C00048+C00014+C00004+C00080
303,rn:R00366,glycine:oxygen oxidoreductase (deaminating);||Aminoacetic acid:oxygen oxidoreductase (deaminating),C00037 + C00001 + C00007 <=> C00048 + C00014 + C00027,"1.4.3.3,1.4.3.19",C00037+C00001+C00007<=>C00048+C00014+C00027
304,rn:R00367,S-Adenosyl-L-methionine:glycine N-methyltransferase,C00019 + C00037 <=> C00021 + C00213,"2.1.1.20,2.1.1.156,2.1.1.162",C00019+C00037<=>C00021+C00213
305,rn:R00368,N-(carboxymethyl)-D-alanine:NAD+ oxidoreductase (glycine-forming),C03790 + C00003 + C00001 <=> C00037 + C00022 + C00004 + C00080,1.5.1.22,C03790+C00003+C00001<=>C00037+C00022+C00004+C00080
306,rn:R00369,L-Alanine:glyoxylate aminotransferase,C00041 + C00048 <=> C00022 + C00037,2.6.1.44,C00041+C00048<=>C00022+C00037
307,rn:R00371,Acetyl-CoA:glycine C-acetyltransferase,C00024 + C00037 <=> C00010 + C03508,2.3.1.29,C00024+C00037<=>C00010+C03508
308,rn:R00372,Glycine:2-oxoglutarate aminotransferase,C00037 + C00026 <=> C00048 + C00025,"2.6.1.4,2.6.1.44",C00037+C00026<=>C00048+C00025
309,rn:R00373,Glycine:oxaloacetate aminotransferase,C00037 + C00036 <=> C00048 + C00049,2.6.1.35,C00037+C00036<=>C00048+C00049
310,rn:R00374,glycine:acceptor oxidoreductase (cyanide-forming),C00037 + 2 C00028 <=> C00177 + C00011 + 2 C00030 + C00080,1.4.99.5,C00037+C00028<=>C00177+C00011+C00030+C00080
311,rn:R00375,Deoxyadenosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-directed),C00131 + C00039 <=> C00013 + C00039,2.7.7.7,C00131+C00039<=>C00013+C00039
